source_id,ruwe
4766365902635410048,1.0241086
5285112842921862784,1.0509579
5499965145930001920,1.0103086
5784343378796063872,0.9721429
4755884700667639296,1.0393933
5280307324270051200,1.0135872
5266607095856190976,0.9431206
5500474185452572032,1.1882573
