obsID,obs_collection,dataproduct_type,obs_id,description,type,dataURI,productType,productGroupDescription,productSubGroupDescription,productDocumentationURL,project,prvversion,proposal_id,productFilename,size,parent_obsid,dataRights,calib_level,filters
62261590,TESS,timeseries,tess2018349182500-s0006-0000000350299588-0126-s,Light curves,S,mast:TESS/product/tess2018349182500-s0006-0000000350299588-0126-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,G011250,tess2018349182500-s0006-0000000350299588-0126-s_lc.fits,1598400,62261590,PUBLIC,3,TESS
62336391,TESS,timeseries,tess2019006130736-s0007-0000000350299588-0131-s,Light curves,S,mast:TESS/product/tess2019006130736-s0007-0000000350299588-0131-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.16-20201026,G011250,tess2019006130736-s0007-0000000350299588-0131-s_lc.fits,1791360,62336391,PUBLIC,3,TESS
62465248,TESS,timeseries,tess2019032160000-s0008-0000000350299588-0136-s,Light curves,S,mast:TESS/product/tess2019032160000-s0008-0000000350299588-0136-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.19-20201114,G011250,tess2019032160000-s0008-0000000350299588-0136-s_lc.fits,1805760,62465248,PUBLIC,3,TESS
62906407,TESS,timeseries,tess2019058134432-s0009-0000000350299588-0139-s,Light curves,S,mast:TESS/product/tess2019058134432-s0009-0000000350299588-0139-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,G011250,tess2019058134432-s0009-0000000350299588-0139-s_lc.fits,1848960,62906407,PUBLIC,3,TESS
64314690,TESS,timeseries,tess2019085135100-s0010-0000000350299588-0140-s,Light curves,S,mast:TESS/product/tess2019085135100-s0010-0000000350299588-0140-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.23-20210212,G011250,tess2019085135100-s0010-0000000350299588-0140-s_lc.fits,1920960,64314690,PUBLIC,3,TESS
65147508,TESS,timeseries,tess2019112060037-s0011-0000000350299588-0143-s,Light curves,S,mast:TESS/product/tess2019112060037-s0011-0000000350299588-0143-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.23-20210212,G011250,tess2019112060037-s0011-0000000350299588-0143-s_lc.fits,1984320,65147508,PUBLIC,3,TESS
65188936,TESS,timeseries,tess2019140104343-s0012-0000000350299588-0144-s,Light curves,S,mast:TESS/product/tess2019140104343-s0012-0000000350299588-0144-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.22-20210121,G011250,tess2019140104343-s0012-0000000350299588-0144-s_lc.fits,2041920,65188936,PUBLIC,3,TESS
65469369,TESS,timeseries,tess2019169103026-s0013-0000000350299588-0146-s,Light curves,S,mast:TESS/product/tess2019169103026-s0013-0000000350299588-0146-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.22-20210121,G011250,tess2019169103026-s0013-0000000350299588-0146-s_lc.fits,2079360,65469369,PUBLIC,3,TESS
62343287,TESS,timeseries,tess2018206190142-s0001-s0039-0000000350299588,full data validation report (xml),S,mast:TESS/product/tess2018206190142-s0001-s0039-0000000350299588-00493_dvr.xml,INFO,,DVR,,SPOC,44cacf5c48,G03251,tess2018206190142-s0001-s0039-0000000350299588-00493_dvr.xml,1430735,62343287,PUBLIC,3,TESS
27832616,TESS,timeseries,tess2020212050318-s0028-0000000255560319-0190-s,Light curves,S,mast:TESS/product/tess2020212050318-s0028-0000000255560319-0190-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.9-20200827,G03251,tess2020212050318-s0028-0000000255560319-0190-s_lc.fits,1848960,27832616,PUBLIC,3,TESS
27909829,TESS,timeseries,tess2020238165205-s0029-0000000255560319-0193-s,Light curves,S,mast:TESS/product/tess2020238165205-s0029-0000000255560319-0193-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.13-20201001,G03251,tess2020238165205-s0029-0000000255560319-0193-s_lc.fits,1915200,27909829,PUBLIC,3,TESS
28057544,TESS,timeseries,tess2020294194027-s0031-0000000255560319-0198-s,Light curves,S,mast:TESS/product/tess2020294194027-s0031-0000000255560319-0198-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,G03251,tess2020294194027-s0031-0000000255560319-0198-s_lc.fits,1860480,28057544,PUBLIC,3,TESS
28147243,TESS,timeseries,tess2020324010417-s0032-0000000255560319-0200-s,Light curves,S,mast:TESS/product/tess2020324010417-s0032-0000000255560319-0200-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,G03251,tess2020324010417-s0032-0000000255560319-0200-s_lc.fits,1903680,28147243,PUBLIC,3,TESS
28214022,TESS,timeseries,tess2020351194500-s0033-0000000255560319-0203-s,Light curves,S,mast:TESS/product/tess2020351194500-s0033-0000000255560319-0203-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.22-20210121,G03251,tess2020351194500-s0033-0000000255560319-0203-s_lc.fits,1892160,28214022,PUBLIC,3,TESS
28304553,TESS,timeseries,tess2021014023720-s0034-0000000255560319-0204-s,Light curves,S,mast:TESS/product/tess2021014023720-s0034-0000000255560319-0204-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.23-20210212,G03251,tess2021014023720-s0034-0000000255560319-0204-s_lc.fits,1854720,28304553,PUBLIC,3,TESS
60672310,TESS,timeseries,tess2021039152502-s0035-0000000255560319-0205-s,Light curves,S,mast:TESS/product/tess2021039152502-s0035-0000000255560319-0205-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.24-20210305,G03251,tess2021039152502-s0035-0000000255560319-0205-s_lc.fits,1828800,60672310,PUBLIC,3,TESS
60832793,TESS,timeseries,tess2018206045859-s0001-0000000255560319-0120-s,Light curves,S,mast:TESS/product/tess2018206045859-s0001-0000000255560319-0120-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.10-20200904,G011048_G011250,tess2018206045859-s0001-0000000255560319-0120-s_lc.fits,2039040,60832793,PUBLIC,3,TESS
60871410,TESS,timeseries,tess2018234235059-s0002-0000000255560319-0121-s,Light curves,S,mast:TESS/product/tess2018234235059-s0002-0000000255560319-0121-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.11-20200915,G011048_G011250,tess2018234235059-s0002-0000000255560319-0121-s_lc.fits,2004480,60871410,PUBLIC,3,TESS
61555426,TESS,timeseries,tess2018319095959-s0005-0000000255560319-0125-s,Light curves,S,mast:TESS/product/tess2018319095959-s0005-0000000255560319-0125-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,G011048_G011250,tess2018319095959-s0005-0000000255560319-0125-s_lc.fits,1923840,61555426,PUBLIC,3,TESS
61594611,TESS,timeseries,tess2021118034608-s0038-0000000255560319-0209-s,Light curves,S,mast:TESS/product/tess2021118034608-s0038-0000000255560319-0209-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.35-20210626,G03251,tess2021118034608-s0038-0000000255560319-0209-s_lc.fits,1952640,61594611,PUBLIC,3,TESS
62008904,TESS,timeseries,tess2021146024351-s0039-0000000255560319-0210-s,Light curves,S,mast:TESS/product/tess2021146024351-s0039-0000000255560319-0210-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.35-20210626,G03251,tess2021146024351-s0039-0000000255560319-0210-s_lc.fits,2041920,62008904,PUBLIC,3,TESS
62331258,TESS,timeseries,tess2019006130736-s0007-0000000255560319-0131-s,Light curves,S,mast:TESS/product/tess2019006130736-s0007-0000000255560319-0131-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.16-20201026,G011048_G011250,tess2019006130736-s0007-0000000255560319-0131-s_lc.fits,1791360,62331258,PUBLIC,3,TESS
62459307,TESS,timeseries,tess2019032160000-s0008-0000000255560319-0136-s,Light curves,S,mast:TESS/product/tess2019032160000-s0008-0000000255560319-0136-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.19-20201114,G011048_G011250,tess2019032160000-s0008-0000000255560319-0136-s_lc.fits,1805760,62459307,PUBLIC,3,TESS
65141533,TESS,timeseries,tess2019112060037-s0011-0000000255560319-0143-s,Light curves,S,mast:TESS/product/tess2019112060037-s0011-0000000255560319-0143-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.23-20210212,G011048_G011250,tess2019112060037-s0011-0000000255560319-0143-s_lc.fits,1984320,65141533,PUBLIC,3,TESS
65181999,TESS,timeseries,tess2019140104343-s0012-0000000255560319-0144-s,Light curves,S,mast:TESS/product/tess2019140104343-s0012-0000000255560319-0144-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.22-20210121,G011048_G011250,tess2019140104343-s0012-0000000255560319-0144-s_lc.fits,2041920,65181999,PUBLIC,3,TESS
62341889,TESS,timeseries,tess2018206190142-s0001-s0039-0000000255560319,full data validation report (xml),S,mast:TESS/product/tess2018206190142-s0001-s0039-0000000255560319-00493_dvr.xml,INFO,,DVR,,SPOC,44cacf5c48,G03251,tess2018206190142-s0001-s0039-0000000255560319-00493_dvr.xml,984592,62341889,PUBLIC,3,TESS
27801821,TESS,timeseries,tess2020186164531-s0027-0000000177077336-0189-s,Light curves,S,mast:TESS/product/tess2020186164531-s0027-0000000177077336-0189-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.9-20200827,G03119_G03278,tess2020186164531-s0027-0000000177077336-0189-s_lc.fits,1785600,27801821,PUBLIC,3,TESS
27819946,TESS,timeseries,tess2020212050318-s0028-0000000177077336-0190-s,Light curves,S,mast:TESS/product/tess2020212050318-s0028-0000000177077336-0190-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.9-20200827,G03119_G03278,tess2020212050318-s0028-0000000177077336-0190-s_lc.fits,1848960,27819946,PUBLIC,3,TESS
27906576,TESS,timeseries,tess2020238165205-s0029-0000000177077336-0193-s,Light curves,S,mast:TESS/product/tess2020238165205-s0029-0000000177077336-0193-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.13-20201001,G03119_G03278,tess2020238165205-s0029-0000000177077336-0193-s_lc.fits,1915200,27906576,PUBLIC,3,TESS
27974127,TESS,timeseries,tess2020266004630-s0030-0000000177077336-0195-s,Light curves,S,mast:TESS/product/tess2020266004630-s0030-0000000177077336-0195-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.16-20201026,G03119_G03278,tess2020266004630-s0030-0000000177077336-0195-s_lc.fits,1998720,27974127,PUBLIC,3,TESS
28072616,TESS,timeseries,tess2020294194027-s0031-0000000177077336-0198-s,Light curves,S,mast:TESS/product/tess2020294194027-s0031-0000000177077336-0198-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,G03119_G03278,tess2020294194027-s0031-0000000177077336-0198-s_lc.fits,1860480,28072616,PUBLIC,3,TESS
28135150,TESS,timeseries,tess2020324010417-s0032-0000000177077336-0200-s,Light curves,S,mast:TESS/product/tess2020324010417-s0032-0000000177077336-0200-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,G03119_G03278,tess2020324010417-s0032-0000000177077336-0200-s_lc.fits,1903680,28135150,PUBLIC,3,TESS
28218421,TESS,timeseries,tess2020351194500-s0033-0000000177077336-0203-s,Light curves,S,mast:TESS/product/tess2020351194500-s0033-0000000177077336-0203-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.22-20210121,G03119_G03278,tess2020351194500-s0033-0000000177077336-0203-s_lc.fits,1892160,28218421,PUBLIC,3,TESS
28289541,TESS,timeseries,tess2021014023720-s0034-0000000177077336-0204-s,Light curves,S,mast:TESS/product/tess2021014023720-s0034-0000000177077336-0204-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.23-20210212,G03119_G03278,tess2021014023720-s0034-0000000177077336-0204-s_lc.fits,1854720,28289541,PUBLIC,3,TESS
60677528,TESS,timeseries,tess2021039152502-s0035-0000000177077336-0205-s,Light curves,S,mast:TESS/product/tess2021039152502-s0035-0000000177077336-0205-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.24-20210305,G03119_G03278,tess2021039152502-s0035-0000000177077336-0205-s_lc.fits,1828800,60677528,PUBLIC,3,TESS
60751955,TESS,timeseries,tess2021065132309-s0036-0000000177077336-0207-s,Light curves,S,mast:TESS/product/tess2021065132309-s0036-0000000177077336-0207-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.27-20210403,G03119_G03278,tess2021065132309-s0036-0000000177077336-0207-s_lc.fits,1837440,60751955,PUBLIC,3,TESS
60876894,TESS,timeseries,tess2018234235059-s0002-0000000177077336-0121-s,Light curves,S,mast:TESS/product/tess2018234235059-s0002-0000000177077336-0121-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.11-20200915,N/A,tess2018234235059-s0002-0000000177077336-0121-s_lc.fits,2004480,60876894,PUBLIC,3,TESS
60910883,TESS,timeseries,tess2018263035959-s0003-0000000177077336-0123-s,Light curves,S,mast:TESS/product/tess2018263035959-s0003-0000000177077336-0123-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,N/A,tess2018263035959-s0003-0000000177077336-0123-s_lc.fits,1998720,60910883,PUBLIC,3,TESS
61070745,TESS,timeseries,tess2018292075959-s0004-0000000177077336-0124-s,Light curves,S,mast:TESS/product/tess2018292075959-s0004-0000000177077336-0124-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,N/A,tess2018292075959-s0004-0000000177077336-0124-s_lc.fits,1897920,61070745,PUBLIC,3,TESS
61143353,TESS,timeseries,tess2021091135823-s0037-0000000177077336-0208-s,Light curves,S,mast:TESS/product/tess2021091135823-s0037-0000000177077336-0208-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.32-20210604,G03119_G03278,tess2021091135823-s0037-0000000177077336-0208-s_lc.fits,1854720,61143353,PUBLIC,3,TESS
61548168,TESS,timeseries,tess2018319095959-s0005-0000000177077336-0125-s,Light curves,S,mast:TESS/product/tess2018319095959-s0005-0000000177077336-0125-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,N/A,tess2018319095959-s0005-0000000177077336-0125-s_lc.fits,1923840,61548168,PUBLIC,3,TESS
61578623,TESS,timeseries,tess2021118034608-s0038-0000000177077336-0209-s,Light curves,S,mast:TESS/product/tess2021118034608-s0038-0000000177077336-0209-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.35-20210626,G03119_G03278,tess2021118034608-s0038-0000000177077336-0209-s_lc.fits,1952640,61578623,PUBLIC,3,TESS
62014721,TESS,timeseries,tess2021146024351-s0039-0000000177077336-0210-s,Light curves,S,mast:TESS/product/tess2021146024351-s0039-0000000177077336-0210-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.35-20210626,G03119_G03278,tess2021146024351-s0039-0000000177077336-0210-s_lc.fits,2041920,62014721,PUBLIC,3,TESS
62253562,TESS,timeseries,tess2018349182500-s0006-0000000177077336-0126-s,Light curves,S,mast:TESS/product/tess2018349182500-s0006-0000000177077336-0126-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,N/A,tess2018349182500-s0006-0000000177077336-0126-s_lc.fits,1598400,62253562,PUBLIC,3,TESS
62329112,TESS,timeseries,tess2019006130736-s0007-0000000177077336-0131-s,Light curves,S,mast:TESS/product/tess2019006130736-s0007-0000000177077336-0131-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.16-20201026,N/A,tess2019006130736-s0007-0000000177077336-0131-s_lc.fits,1791360,62329112,PUBLIC,3,TESS
62457418,TESS,timeseries,tess2019032160000-s0008-0000000177077336-0136-s,Light curves,S,mast:TESS/product/tess2019032160000-s0008-0000000177077336-0136-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.19-20201114,N/A,tess2019032160000-s0008-0000000177077336-0136-s_lc.fits,1805760,62457418,PUBLIC,3,TESS
62899054,TESS,timeseries,tess2019058134432-s0009-0000000177077336-0139-s,Light curves,S,mast:TESS/product/tess2019058134432-s0009-0000000177077336-0139-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,N/A,tess2019058134432-s0009-0000000177077336-0139-s_lc.fits,1848960,62899054,PUBLIC,3,TESS
64307703,TESS,timeseries,tess2019085135100-s0010-0000000177077336-0140-s,Light curves,S,mast:TESS/product/tess2019085135100-s0010-0000000177077336-0140-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.23-20210212,N/A,tess2019085135100-s0010-0000000177077336-0140-s_lc.fits,1920960,64307703,PUBLIC,3,TESS
65179988,TESS,timeseries,tess2019140104343-s0012-0000000177077336-0144-s,Light curves,S,mast:TESS/product/tess2019140104343-s0012-0000000177077336-0144-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.22-20210121,N/A,tess2019140104343-s0012-0000000177077336-0144-s_lc.fits,2041920,65179988,PUBLIC,3,TESS
65460235,TESS,timeseries,tess2019169103026-s0013-0000000177077336-0146-s,Light curves,S,mast:TESS/product/tess2019169103026-s0013-0000000177077336-0146-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.22-20210121,N/A,tess2019169103026-s0013-0000000177077336-0146-s_lc.fits,2079360,65460235,PUBLIC,3,TESS
62341385,TESS,timeseries,tess2018206190142-s0001-s0039-0000000177077336,full data validation report (xml),S,mast:TESS/product/tess2018206190142-s0001-s0039-0000000177077336-00493_dvr.xml,INFO,,DVR,,SPOC,44cacf5c48,G03119_G03278,tess2018206190142-s0001-s0039-0000000177077336-00493_dvr.xml,1532441,62341385,PUBLIC,3,TESS
27808286,TESS,timeseries,tess2020186164531-s0027-0000000374829238-0189-s,Light curves,S,mast:TESS/product/tess2020186164531-s0027-0000000374829238-0189-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.9-20200827,G03174_G03264_G03278,tess2020186164531-s0027-0000000374829238-0189-s_lc.fits,1785600,27808286,PUBLIC,3,TESS
27913040,TESS,timeseries,tess2020238165205-s0029-0000000374829238-0193-s,Light curves,S,mast:TESS/product/tess2020238165205-s0029-0000000374829238-0193-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.13-20201001,G03174_G03264_G03278,tess2020238165205-s0029-0000000374829238-0193-s_lc.fits,1915200,27913040,PUBLIC,3,TESS
27990452,TESS,timeseries,tess2020266004630-s0030-0000000374829238-0195-s,Light curves,S,mast:TESS/product/tess2020266004630-s0030-0000000374829238-0195-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.16-20201026,G03174_G03264_G03278,tess2020266004630-s0030-0000000374829238-0195-s_lc.fits,1998720,27990452,PUBLIC,3,TESS
28214260,TESS,timeseries,tess2020351194500-s0033-0000000374829238-0203-s,Light curves,S,mast:TESS/product/tess2020351194500-s0033-0000000374829238-0203-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.22-20210121,G03174_G03264_G03278,tess2020351194500-s0033-0000000374829238-0203-s_lc.fits,1892160,28214260,PUBLIC,3,TESS
28304308,TESS,timeseries,tess2021014023720-s0034-0000000374829238-0204-s,Light curves,S,mast:TESS/product/tess2021014023720-s0034-0000000374829238-0204-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.23-20210212,G03174_G03264_G03278,tess2021014023720-s0034-0000000374829238-0204-s_lc.fits,1854720,28304308,PUBLIC,3,TESS
60767216,TESS,timeseries,tess2021065132309-s0036-0000000374829238-0207-s,Light curves,S,mast:TESS/product/tess2021065132309-s0036-0000000374829238-0207-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.27-20210403,G03174_G03264_G03278,tess2021065132309-s0036-0000000374829238-0207-s_lc.fits,1837440,60767216,PUBLIC,3,TESS
60869125,TESS,timeseries,tess2018234235059-s0002-0000000374829238-0121-s,Light curves,S,mast:TESS/product/tess2018234235059-s0002-0000000374829238-0121-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.11-20200915,G011180,tess2018234235059-s0002-0000000374829238-0121-s_lc.fits,2004480,60869125,PUBLIC,3,TESS
60918517,TESS,timeseries,tess2018263035959-s0003-0000000374829238-0123-s,Light curves,S,mast:TESS/product/tess2018263035959-s0003-0000000374829238-0123-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,G011180,tess2018263035959-s0003-0000000374829238-0123-s_lc.fits,1998720,60918517,PUBLIC,3,TESS
61149446,TESS,timeseries,tess2021091135823-s0037-0000000374829238-0208-s,Light curves,S,mast:TESS/product/tess2021091135823-s0037-0000000374829238-0208-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.32-20210604,G03174_G03264_G03278,tess2021091135823-s0037-0000000374829238-0208-s_lc.fits,1854720,61149446,PUBLIC,3,TESS
62008471,TESS,timeseries,tess2021146024351-s0039-0000000374829238-0210-s,Light curves,S,mast:TESS/product/tess2021146024351-s0039-0000000374829238-0210-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.35-20210626,G03174_G03264_G03278,tess2021146024351-s0039-0000000374829238-0210-s_lc.fits,2041920,62008471,PUBLIC,3,TESS
62262425,TESS,timeseries,tess2018349182500-s0006-0000000374829238-0126-s,Light curves,S,mast:TESS/product/tess2018349182500-s0006-0000000374829238-0126-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,G011180,tess2018349182500-s0006-0000000374829238-0126-s_lc.fits,1598400,62262425,PUBLIC,3,TESS
62337314,TESS,timeseries,tess2019006130736-s0007-0000000374829238-0131-s,Light curves,S,mast:TESS/product/tess2019006130736-s0007-0000000374829238-0131-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.16-20201026,G011180,tess2019006130736-s0007-0000000374829238-0131-s_lc.fits,1791360,62337314,PUBLIC,3,TESS
62907549,TESS,timeseries,tess2019058134432-s0009-0000000374829238-0139-s,Light curves,S,mast:TESS/product/tess2019058134432-s0009-0000000374829238-0139-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,G011180,tess2019058134432-s0009-0000000374829238-0139-s_lc.fits,1848960,62907549,PUBLIC,3,TESS
64315814,TESS,timeseries,tess2019085135100-s0010-0000000374829238-0140-s,Light curves,S,mast:TESS/product/tess2019085135100-s0010-0000000374829238-0140-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.23-20210212,G011180,tess2019085135100-s0010-0000000374829238-0140-s_lc.fits,1920960,64315814,PUBLIC,3,TESS
65190234,TESS,timeseries,tess2019140104343-s0012-0000000374829238-0144-s,Light curves,S,mast:TESS/product/tess2019140104343-s0012-0000000374829238-0144-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.22-20210121,G011180,tess2019140104343-s0012-0000000374829238-0144-s_lc.fits,2041920,65190234,PUBLIC,3,TESS
65470969,TESS,timeseries,tess2019169103026-s0013-0000000374829238-0146-s,Light curves,S,mast:TESS/product/tess2019169103026-s0013-0000000374829238-0146-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.22-20210121,G011180,tess2019169103026-s0013-0000000374829238-0146-s_lc.fits,2079360,65470969,PUBLIC,3,TESS
62343692,TESS,timeseries,tess2018206190142-s0001-s0039-0000000374829238,full data validation report (xml),S,mast:TESS/product/tess2018206190142-s0001-s0039-0000000374829238-00493_dvr.xml,INFO,,DVR,,SPOC,44cacf5c48,G03174_G03264_G03278,tess2018206190142-s0001-s0039-0000000374829238-00493_dvr.xml,975692,62343692,PUBLIC,3,TESS
27819903,TESS,timeseries,tess2020212050318-s0028-0000000167342439-0190-s,Light curves,S,mast:TESS/product/tess2020212050318-s0028-0000000167342439-0190-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.9-20200827,G03278_G03272_G03068,tess2020212050318-s0028-0000000167342439-0190-s_lc.fits,1848960,27819903,PUBLIC,3,TESS
27905992,TESS,timeseries,tess2020238165205-s0029-0000000167342439-0193-s,Light curves,S,mast:TESS/product/tess2020238165205-s0029-0000000167342439-0193-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.13-20201001,G03278_G03272_G03068,tess2020238165205-s0029-0000000167342439-0193-s_lc.fits,1915200,27905992,PUBLIC,3,TESS
27989895,TESS,timeseries,tess2020266004630-s0030-0000000167342439-0195-s,Light curves,S,mast:TESS/product/tess2020266004630-s0030-0000000167342439-0195-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.16-20201026,G03278_G03272_G03068,tess2020266004630-s0030-0000000167342439-0195-s_lc.fits,1998720,27989895,PUBLIC,3,TESS
28057098,TESS,timeseries,tess2020294194027-s0031-0000000167342439-0198-s,Light curves,S,mast:TESS/product/tess2020294194027-s0031-0000000167342439-0198-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,G03278_G03272_G03068,tess2020294194027-s0031-0000000167342439-0198-s_lc.fits,1860480,28057098,PUBLIC,3,TESS
28146784,TESS,timeseries,tess2020324010417-s0032-0000000167342439-0200-s,Light curves,S,mast:TESS/product/tess2020324010417-s0032-0000000167342439-0200-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.20-20201120,G03278_G03272_G03068,tess2020324010417-s0032-0000000167342439-0200-s_lc.fits,1903680,28146784,PUBLIC,3,TESS
28213905,TESS,timeseries,tess2020351194500-s0033-0000000167342439-0203-s,Light curves,S,mast:TESS/product/tess2020351194500-s0033-0000000167342439-0203-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.22-20210121,G03278_G03272_G03068,tess2020351194500-s0033-0000000167342439-0203-s_lc.fits,1892160,28213905,PUBLIC,3,TESS
28304755,TESS,timeseries,tess2021014023720-s0034-0000000167342439-0204-s,Light curves,S,mast:TESS/product/tess2021014023720-s0034-0000000167342439-0204-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.23-20210212,G03278_G03272_G03068,tess2021014023720-s0034-0000000167342439-0204-s_lc.fits,1854720,28304755,PUBLIC,3,TESS
60672106,TESS,timeseries,tess2021039152502-s0035-0000000167342439-0205-s,Light curves,S,mast:TESS/product/tess2021039152502-s0035-0000000167342439-0205-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,spoc-5.0.24-20210305,G03278_G03272_G03068,tess2021039152502-s0035-0000000167342439-0205-s_lc.fits,1828800,60672106,PUBLIC,3,TESS
